epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
129,16401.3,1.13806,0.62184,1.13999,0.90802,0.92358,0.95153,0.63311,1.11583,0.55233,1.04766,0.0001552,0.0001552,0.0001552
130,16494.6,1.15402,0.64194,1.14886,0.90766,0.92281,0.95345,0.63175,1.11883,0.554,1.0495,0.0001486,0.0001486,0.0001486
131,16587.7,1.13815,0.63073,1.13601,0.91543,0.91048,0.95235,0.63034,1.1199,0.55123,1.05248,0.000142,0.000142,0.000142
132,16681.1,1.14135,0.63554,1.14256,0.92666,0.90611,0.94924,0.63015,1.11794,0.54636,1.05364,0.0001354,0.0001354,0.0001354
133,16774.2,1.13902,0.62085,1.13616,0.92055,0.91075,0.95122,0.63057,1.11989,0.54925,1.05417,0.0001288,0.0001288,0.0001288
134,16867.2,1.15003,0.6314,1.13871,0.91739,0.91266,0.94918,0.62783,1.12212,0.54967,1.05477,0.0001222,0.0001222,0.0001222
135,16960.7,1.12319,0.61719,1.12116,0.91389,0.91921,0.95024,0.62956,1.12007,0.54477,1.05284,0.0001156,0.0001156,0.0001156
136,17054.1,1.19284,0.63251,1.20101,0.9207,0.91256,0.94907,0.62808,1.12007,0.54322,1.0548,0.000109,0.000109,0.000109
137,17146.5,1.19071,0.63628,1.1919,0.91455,0.91703,0.94773,0.62671,1.12084,0.54363,1.05603,0.0001024,0.0001024,0.0001024
138,17239.1,1.17238,0.6024,1.1818,0.90915,0.91266,0.94739,0.62708,1.1212,0.54271,1.05815,9.58e-05,9.58e-05,9.58e-05
139,17331.6,1.18349,0.60064,1.19322,0.90944,0.9083,0.9468,0.62619,1.12462,0.54421,1.06093,8.92e-05,8.92e-05,8.92e-05
140,17424.2,1.20906,0.61193,1.20051,0.91131,0.89735,0.94722,0.62429,1.12708,0.54392,1.06344,8.26e-05,8.26e-05,8.26e-05
141,17516.8,1.17333,0.59104,1.179,0.91124,0.89666,0.94721,0.62788,1.12786,0.54627,1.06586,7.6e-05,7.6e-05,7.6e-05
142,17609.3,1.17254,0.61052,1.1788,0.91158,0.8952,0.94718,0.62553,1.1275,0.54785,1.06562,6.94e-05,6.94e-05,6.94e-05
143,17701.8,1.17537,0.59767,1.16966,0.90932,0.89766,0.94682,0.6219,1.12918,0.54762,1.0673,6.28e-05,6.28e-05,6.28e-05
144,17794.9,1.1962,0.60505,1.19972,0.91124,0.89956,0.94669,0.62245,1.1294,0.54609,1.06807,5.62e-05,5.62e-05,5.62e-05
145,17887,1.15898,0.602,1.16653,0.90947,0.89937,0.94656,0.62113,1.12852,0.5438,1.06819,4.96e-05,4.96e-05,4.96e-05
146,17979.5,1.14482,0.58479,1.15318,0.91118,0.89591,0.94692,0.62235,1.12733,0.544,1.06709,4.3e-05,4.3e-05,4.3e-05
147,18071.8,1.17857,0.58749,1.18002,0.91517,0.89511,0.94631,0.62358,1.12744,0.54327,1.06653,3.64e-05,3.64e-05,3.64e-05
148,18164.4,1.16728,0.57519,1.16932,0.91332,0.89727,0.94625,0.62411,1.12751,0.54293,1.06625,2.98e-05,2.98e-05,2.98e-05
149,18256.8,1.14607,0.58383,1.16849,0.90711,0.90393,0.94578,0.62391,1.12737,0.54317,1.06639,2.32e-05,2.32e-05,2.32e-05
150,18349.3,1.15991,0.59293,1.16651,0.90585,0.90335,0.94514,0.6238,1.12881,0.544,1.06696,1.66e-05,1.66e-05,1.66e-05
